date,close
2013-02-08,58.36865378151263
2013-02-11,58.27219579831929
2013-02-12,58.4040705882353
2013-02-13,58.485503151260545
2013-02-14,58.47314411764705
2013-02-15,58.43716974789915
2013-02-19,58.7627327731092
2013-02-20,57.915434453781494
2013-02-21,57.505777310924366
2013-02-22,58.088968067226936
2013-02-25,57.020569537815156
2013-02-26,57.3679401260504
2013-02-27,58.202076260504185
2013-02-28,58.186529201680635
2013-03-01,58.36224054621848
2013-03-04,58.68424516806725
2013-03-05,59.283359453781486
2013-03-06,59.29612016806721
2013-03-07,59.337500420168034
2013-03-08,59.6460926470588
2013-03-11,59.77835798319328
2013-03-12,59.63414537815124
2013-03-13,59.82591953781506
2013-03-14,60.06862857142858
2013-03-15,59.867312394957985
2013-03-18,59.525366386554616
2013-03-19,59.32416575630253
2013-03-20,59.80500210084038
2013-03-21,59.25574915966391
2013-03-22,59.59775105042017
2013-03-25,59.372004831932756
2013-03-26,59.823794327731136
2013-03-27,59.877579411764756
2013-03-28,60.264957352941245
2013-04-01,59.93107563025214
2013-04-02,60.12497163865551
2013-04-03,59.471889915966365
2013-04-04,59.77957457983194
2013-04-05,59.5631771008403
2013-04-08,60.006667647058826
2013-04-09,60.09230126050416
2013-04-10,60.87987542016812
2013-04-11,61.2474897058823
2013-04-12,61.09717584033619
2013-04-15,59.42600567226889
2013-04-16,60.36309033613448
2013-04-17,59.553853991596654
2013-04-18,59.08657079831933
2013-04-19,59.790989915966385
2013-04-22,59.99034978991604
2013-04-23,60.64827268907562
2013-04-24,60.711957563025194
2013-04-25,61.10986218487392
2013-04-26,60.955448940678004
2013-04-29,61.20556638655461
2013-04-30,61.45570609243697
2013-05-01,60.87685861344536
2013-05-02,61.449184873949555
2013-05-03,62.2706653361344
2013-05-06,62.42451302521009
2013-05-07,62.75672058823531
2013-05-08,63.04448781512609
2013-05-09,62.77728637316561
2013-05-10,63.253750524109
2013-05-13,63.237729979035606
2013-05-14,64.00456184486367
2013-05-15,64.32340733752622
2013-05-16,63.84733501048218
2013-05-17,64.53313207547171
2013-05-20,64.50432348008391
2013-05-21,64.6314855345912
2013-05-22,63.77812851153035
2013-05-23,63.576177358490575
2013-05-24,63.46287693920341
2013-05-28,63.899560587002135
2013-05-29,63.29830461215922
2013-05-30,63.559993291404666
2013-05-31,62.73587987421378
2013-06-03,62.82252704402512
2013-06-04,62.39439538784063
2013-06-05,61.571480712788244
2013-06-06,62.24645849056604
2013-06-07,63.0714735294118
2013-06-10,63.01920524109016
2013-06-11,62.35259412997904
2013-06-12,61.78526352201256
2013-06-13,62.706026150627544
2013-06-14,62.472684518828444
2013-06-17,62.964661715481164
2013-06-18,63.48645732217572
2013-06-19,62.23577116182571
2013-06-20,60.59552406639
2013-06-21,60.72168796680501
2013-06-24,60.111614522821554
2013-06-25,60.705369709543525
2013-06-26,61.263860373443976
2013-06-27,61.834002282157684
2013-06-28,61.605293360995844
2013-07-01,62.00165290456435
2013-07-02,61.90625269709545
2013-07-03,61.94067904564316
2013-07-05,62.600442738589216
2013-07-08,62.912290871369315
2013-07-09,63.36478029045636
2013-07-10,63.46132406639006
2013-07-11,64.36100684647295
2013-07-12,64.62752219917016
2013-07-15,64.75029646569647
2013-07-16,64.37811018711017
2013-07-17,64.46821991701246
2013-07-18,64.84217759336099
2013-07-19,65.09878692946056
2013-07-22,65.23318298755191
2013-07-23,65.04928070539421
2013-07-24,64.6816145228215
2013-07-25,64.94342178423234
2013-07-26,64.95683381742738
2013-07-29,64.67286141078839
2013-07-30,64.81380020746882
2013-07-31,64.89285601659753
2013-08-01,65.91625684647308
2013-08-02,65.95914253112035
2013-08-05,65.92374107883815
2013-08-06,65.51069294605809
2013-08-07,65.15626286307048
2013-08-08,65.45692199170124
2013-08-09,65.44887240663898
2013-08-12,65.28009315352696
2013-08-13,65.3716562240664
2013-08-14,64.92003257261413
2013-08-15,63.97590082987552
2013-08-16,63.743333195020774
2013-08-19,63.36031203319507
2013-08-20,63.83935726141081
2013-08-21,63.50482614107885
2013-08-22,64.18638402489627
2013-08-23,64.34910829875513
2013-08-26,64.19378174273858
2013-08-27,63.11254211618253
2013-08-28,63.24028589211627
2013-08-29,63.45489253112038
2013-08-30,63.1857730290457
2013-09-03,63.51583319502083
2013-09-04,64.09079149377592
2013-09-05,64.15399273858924
2013-09-06,64.19111887966802
2013-09-09,65.03648935281835
2013-09-10,65.56518121085597
2013-09-11,65.836981210856
2013-09-12,65.46493796680497
2013-09-13,65.67045145228217
2013-09-16,66.10153651452278
2013-09-17,66.38485103734438
2013-09-18,67.2743858921162
2013-09-19,67.21221348547724
2013-09-20,66.70737717842327
2013-09-23,66.3449943983402
2013-09-24,66.30452863070538
2013-09-25,66.1674479253112
2013-09-26,66.52048734439829
2013-09-27,66.27377738589215
2013-09-30,66.06296825726137
2013-10-01,66.6905136929461
2013-10-02,66.65366721991703
2013-10-03,65.9826475103735
2013-10-04,66.53907406639003
2013-10-07,65.89905726141079
2013-10-08,64.93221410788378
2013-10-09,64.86987966804982
2013-10-10,66.31072365145226
2013-10-11,66.74511369294603
2013-10-14,66.94550684647307
